radicado,tipo_registro,case_type,situacion,terminado,ubicacion_interna,etapa,tramite_pendiente,encargado,tipo_proceso,ultimo_auto,status
"11001310305120250028900","civil","civil_insolvencia","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Diego","Insolvencia De La Persona Natural","","archived"
"11001310305120250029000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250029100","civil","civil_ejecutivo","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado | PendienteArchivar","Francesa","Ejecutivos Con Garantía Real","","archived"
"11001310305120250029300","civil","civil_ordinario","activo","no","Liquidar costas","Liquidación de costas","Planner: Liquidación de Costas | En curso | Pendiente Oficios;Liq. Costas","Diego","Declarativos Verbal Pertenencia","","received"
"11001310305120250029400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Acción de tutela","","received"
"11001310305120250029500","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250029800","civil","civil_ejecutivo","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado | PendienteArchivar","Francesa","Ejecutivos","","archived"
"11001310305120250029900","civil","civil_otros","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Diego","Otros Procesos / Otros Procesos","","archived"
"11001310305120250030000","civil","civil_ejecutivo","activo","no","Oficios — Giovanny","Liquidación de costas","Planner: Oficios Giovanny | En curso | Pendiente Oficios;Para Ingresar al Despacho;Liq. Costas","Francesa","Ejecutivos","Auto SeguirEjecucion_01Principal (2 de 3) (2026-06-17)","received"
"11001310305120250030100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250030200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250030300","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Acción de tutela","","received"
"11001310305120250030400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250030500","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250030600","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Derecho De Petición","","received"
"11001310305120250030700","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho De Petición","","received"
"11001310305120250030900","civil","civil_ordinario","activo","no","Entradas Abril 2026","En trámite — entrada/estado","Planner: Entradas Abril 2026 | En curso | Despacho Diego","Francesa","Declarativos Especiales Divisorio","","received"
"11001310305120250031000","civil","civil_ejecutivo","activo","no","Oficios — Giovanny","sin_dato","Planner: Oficios Giovanny | En curso | Pendiente Oficios","Diego","Ejecutivos","Auto Ordena Aprehension Notificar Acreedor Prendario_02Medidas Cautelares2-2.pdf (2026-06-17)","received"
"11001310305120250031100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250031200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250031300","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Acción de tutela","","received"
"11001310305120250031400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho De Petición","","received"
"11001310305120250031500","civil","civil_ejecutivo","activo","no","Entradas Abril 2026","Para enviar a ejecución","Planner: Entradas Abril 2026 | En curso | Para Enviar a Ejecución;Despacho Diego","Francesa","Ejecutivos","","received"
"11001310305120250031600","civil","civil_otros","activo","no","Oficios pendientes de firma","Para ingresar al despacho","Planner: Oficios Pendientes de firma | En curso | Para Ingresar al Despacho","Diego","Otros Procesos","Auto Notificados Contestaciony Oficiar_01Principal (2026-06-17)","received"
"11001310305120250031700","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Derecho De Petición","","received"
"11001310305120250031800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250031900","civil","civil_ejecutivo","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Francesa","Ejecutivos","","archived"
"11001310305120250032000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250032100","civil","civil_otros","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Diego","Otros Procesos / Nulidad De Contrato","","archived"
"11001310305120250032200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Mínimo Vital","","received"
"11001310305120250032300","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250032400","civil","civil_ordinario","activo","no","Términos corriendo","Para ingresar al despacho","Planner: Términos | En curso | Términos;Para Ingresar al Despacho","Francesa","Responsabilidad Civil Contractual","Auto Requiere317_01Principal (2026-06-10)","admitted"
"11001310305120250032500","civil","civil_ejecutivo","activo","no","Despacho Entradas Mayo 2026","En trámite — entrada/estado","Planner: Despacho Entradas Mayo 2026 | En curso | Despacho Diego","Diego","Ejecutivos","","received"
"11001310305120250032600","civil","civil_insolvencia","activo","no","Despacho Entradas Julio 2026","En trámite — entrada/estado","Planner: Despacho Entradas Julio 2026 | En curso | Despacho Fran","Francesa","Insolvencia De La Persona Natural","Auto Corre Traslado Avalu`o-Inventarios (2026-05-26)","received"
"11001310305120250032700","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Acción de tutela","","received"
"11001310305120250032800","civil","civil_otros","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Diego","Otros Procesos / Restitución De Inmuble","","archived"
"11001310305120250032900","civil","civil_ejecutivo","activo","no","Audiencias","sin_dato","Planner: Audiencia Programada 51 Permanente | En curso | Audiencia Programada","Francesa","Ejecutivos","Auto Sen~ala Fecha372 (2026-04-14)","received"
"11001310305120250033000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250033100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho De Petición","","received"
"11001310305120250033200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250033300","civil","civil_otros","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Diego","Otros Procesos / Otros Procesos","","archived"
"11001310305120250033400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Acción de tutela","","received"
"11001310305120250033500","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho De Petición","","received"
"11001310305120250033600","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250033700","civil","civil_ordinario","activo","no","Despacho Entradas Julio 2026","Términos corriendo","Planner: Despacho Entradas Julio 2026 | En curso | Términos;Despacho Fran","Francesa","Declarativos Verbal Pertenencia","Auto Reconoce Personeria-Requiere (2026-06-03)","received"
"11001310305120250033800","civil","civil_ejecutivo","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado | PendienteArchivar","Diego","Ejecutivos","","archived"
"11001310305120250034000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Acción de tutela","","received"
"11001310305120250034100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250034200","civil","civil_insolvencia","activo","no","Despacho Entradas Febrero 2026","En trámite — entrada/estado","Planner: Despacho Entradas Febrero 2026 | En curso | Despacho Diego","Diego","Insolvencia De La Persona Natural","","received"
"11001310305120250034300","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Acción de tutela","","received"
"11001310305120250034400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250034500","civil","civil_ejecutivo","activo","no","Liquidar costas","Liquidación de costas","Planner: Liquidación de Costas | En curso | Para Ingresar al Despacho;Liq. Costas","Francesa","Ejecutivos","Auto Seguir Adelante Ejecucio´n (2026-05-12)","received"
"11001310305120250034600","civil","civil_ordinario","activo","no","Oficios — Giovanny","sin_dato","Planner: Oficios Giovanny | En curso | Pendiente Oficios","Diego","Declarativos Verbal Pertenencia","Auto Designa Curadory Oficiar (2026-04-14)","received"
"11001310305120250034700","civil","civil_ordinario","activo","no","Despacho Entradas Junio 2026","En trámite — entrada/estado","Planner: Despacho Entradas Junio 2026 | En curso | Pendiente Titulos;Despacho Fran","Francesa","Declarativos Verbal Pertenencia","Auto Obedezcase Cu`mplase (2026-05-12)","received"
"11001310305120250034800","civil","civil_insolvencia","activo","no","Despacho Entradas Mayo 2026","En trámite — entrada/estado","Planner: Despacho Entradas Mayo 2026 | En curso | Despacho Diego","Diego","Insolvencia De La Persona Natural","","received"
"11001310305120250034900","civil","civil_ejecutivo","activo","no","Oficios pendientes de firma","sin_dato","Planner: Oficios Pendientes de firma | En curso | Pendiente Oficios","Francesa","Ejecutivos","","received"
"11001310305120250035000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250035100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250035200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho De Petición","","received"
"11001310305120250035400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250035500","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250035600","civil","civil_ordinario","activo","no","Tareas por asignar","Para ingresar al despacho","Planner: Tareas por asignar | En curso | Pendiente Oficios;Estado;Para Ingresar al Despacho","Diego","Declarativos Especiales Expropiación","Auto Resuelve Solicitudes Not Conducta Conluyente.pdf (2026-05-13)","received"
"11001310305120250035700","civil","civil_ejecutivo","activo","no","Letra","sin_dato","Planner: Letra | En curso | Letra","Francesa","Ejecutivos","","received"
"11001310305120250035800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250035900","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250036000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Mínimo Vital","","received"
"11001310305120250036100","civil","civil_otros","activo","no","Audiencias","sin_dato","Planner: Audiencia Programada 51 Permanente | En curso | Audiencia Programada","Diego","Otros Procesos / Otros Procesos","Auto Sen~ala Fecha Prueba Extraprocesal (2026-05-12)","received"
"11001310305120250036300","civil","civil_ejecutivo","activo","no","Oficios pendientes de firma","sin_dato","Planner: Oficios Pendientes de firma | En curso","Diego","Ejecutivos","Auto No Tiene En Cuenta Notificacion Oficiar_01Principal (2026-06-17)","received"
"11001310305120250036400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho De Petición","","received"
"11001310305120250036500","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250036600","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Mínimo Vital","","received"
"11001310305120250036700","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250036800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250036900","civil","civil_insolvencia","activo","no","Pendiente ingreso al despacho","Para ingresar al despacho","Planner: Pendientes Ingreso al Despacho | En curso | Para Ingresar al Despacho","Francesa","Insolvencia De La Persona Natural","Auto Acepta Liquidador-Requiere (2026-05-26)","received"
"11001310305120250037000","civil","civil_ejecutivo","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado | PendienteArchivar","Diego","Ejecutivos","","archived"
"11001310305120250037100","civil","civil_ordinario","activo","no","Despacho Entradas Junio 2026","En trámite — entrada/estado","Planner: Despacho Entradas Junio 2026 | En curso | Despacho Fran","Francesa","Procesos De Liquidación - Disolución, Nulidad Y Liquidación De Sociedades","","received"
"11001310305120250037200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250037300","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250037400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250037500","civil","civil_otros","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado","Diego","Otros Procesos / Restitución De Inmuble","","archived"
"11001310305120250037600","civil","civil_ordinario","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado | PendienteArchivar","Francesa","Declarativos Verbal Pertenencia","","archived"
"11001310305120250037700","civil","civil_ejecutivo","activo","no","Letra","sin_dato","Planner: Letra | En curso | Letra","Diego","Ejecutivos","Auto Ordena Embargo (2026-04-29)","received"
"11001310305120250037800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Acción de tutela","","received"
"11001310305120250037900","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250038000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250038100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Seguridad Social","","received"
"11001310305120250038200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho De Petición","","received"
"11001310305120250038300","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250038400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250038500","civil","civil_ordinario","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado | PendienteArchivar","Francesa","Declarativos Verbal Pertenencia","","archived"
"11001310305120250038600","civil","civil_ordinario","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado | PendienteArchivar","Diego","Procesos De Protección De Derecho Al Consumidor","","archived"
"11001310305120250038700","civil","civil_insolvencia","activo","no","Estado 21","En trámite — entrada/estado","Planner: Estado 21 | En curso | Estado","Francesa","Insolvencia De La Persona Natural","110013103051 2025 00387 00.pdf (2026-06-23)","received"
"11001310305120250038800","civil","civil_ejecutivo","activo","no","Entradas Abril 2026","En trámite — entrada/estado","Planner: Entradas Abril 2026 | En curso | Despacho Diego","Diego","Ejecutivos","","received"
"11001310305120250038900","civil","civil_ejecutivo","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Francesa","Ejecutivos","","archived"
"11001310305120250039100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Mínimo Vital","","received"
"11001310305120250039200","civil","civil_otros","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Diego","Otros Procesos / Otros Procesos","","archived"
"11001310305120250039300","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Derecho De Petición","","received"
"11001310305120250039400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Acción de tutela","","received"
"11001310305120250039500","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250039600","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho A La Salud","","received"
"11001310305120250039700","civil","civil_otros","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado | PendienteArchivar","Francesa","Otros Procesos / Restitución De Inmuble","","archived"
"11001310305120250039800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250039900","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250040000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250040100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho De Petición","","received"
"11001310305120250040200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Seguridad Social","","received"
"11001310305120250040300","civil","civil_ejecutivo","activo","no","Estado 22","En trámite — entrada/estado","Planner: Estado 22 | En curso | Estado","Diego","Ejecutivos","Auto Niega Mandamiento (2026-05-13)","received"
"11001310305120250040400","civil","civil_insolvencia","activo","no","Despacho Entradas Julio 2026","En trámite — entrada/estado","Planner: Despacho Entradas Julio 2026 | En curso | Despacho Fran","Francesa","Insolvencia De La Persona Natural","","received"
"11001310305120250040500","civil","civil_ejecutivo","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Diego","Ejecutivos","","archived"
"11001310305120250040600","civil","civil_ordinario","activo","no","Despacho Entradas Julio 2026","En trámite — entrada/estado","Planner: Despacho Entradas Julio 2026 | En curso | Despacho Fran","Francesa","Declarativos Especiales Expropiación","","received"
"11001310305120250040700","civil","civil_ordinario","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Diego","Declarativos Especiales Divisorio","","archived"
"11001310305120250040800","civil","civil_otros","activo","no","Estado 23","En trámite — entrada/estado","Planner: Estado 23 | En curso | Estado","Francesa","Otros Procesos / Impugnación","Auto Corre Traslado Excepciones Me`rito (2026-05-20)","received"
"11001310305120250040900","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250041000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Seguridad Social","","received"
"11001310305120250041200","civil","civil_ordinario","activo","no","Letra","sin_dato","Planner: Letra | En curso","Francesa","Declarativos Especiales Expropiación","","received"
"11001310305120250041300","civil","civil_ejecutivo","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Diego","Ejecutivos","","archived"
"11001310305120250041400","civil","civil_otros","activo","no","Estado 23","En trámite — entrada/estado","Planner: Estado 23 | En curso | Estado","Francesa","Otros Procesos / Nulidad De Contrato","","received"
"11001310305120250041500","civil","civil_ejecutivo","activo","no","Oficios — Giovanny","sin_dato","Planner: Oficios Giovanny | En curso | Pendiente Oficios","Diego","Ejecutivos","Auto Termina Transaccion_01Principal (2026-06-10)","received"
"11001310305120250041600","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250041700","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Derecho De Petición","","received"
"11001310305120250041800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250041900","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250042000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Acción de tutela","","received"
"11001310305120250042100","civil","civil_ordinario","activo","no","Entradas Abril 2026","En trámite — entrada/estado","Planner: Entradas Abril 2026 | En curso | Despacho Diego","Francesa","Declarativos Especiales Expropiación","","received"
"11001310305120250042200","civil","civil_ejecutivo","activo","no","Despacho Entradas Marzo","En trámite — entrada/estado","Planner: Despacho Entradas Marzo | En curso | Despacho Diego","Diego","Ejecutivos","","received"
"11001310305120250042300","civil","civil_otros","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | En curso | PendienteArchivar","Francesa","Otros Procesos","","archived"
"11001310305120250042400","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Derecho De Petición","","received"
"11001310305120250042500","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250042600","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Acción de tutela","","received"
"11001310305120250042700","civil","civil_ejecutivo","terminado","si","Para archivo","Pendiente archivo físico","Planner: Para Archivar | Completado | PendienteArchivar","Francesa","Ejecutivos","","archived"
"11001310305120250042800","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Acción de tutela","","received"
"11001310305120250042900","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Derecho De Petición","","received"
"11001310305120250043000","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Debido Proceso","","received"
"11001310305120250043100","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Diego","Debido Proceso","","received"
"11001310305120250043200","tutela","tutela_primera","activo","no","Para fallar","sin_dato","sin_dato","Francesa","Derecho De Petición","","received"
